====================================================================================================
REASONING BY CONFIDENCE BIN — per (model, dataset) × disjoint 10% bins within top-50% pool
Rows: 270  |  Columns: ['model', 'dataset', 'bin_label', 'bin_start_pct', 'bin_end_pct', 'total_traces_in_bin', 'sampled_traces', 'random_seed', 'mean_reasoning_score', 'std_reasoning_score', 'stderr_reasoning_score', 'ci_lower', 'ci_upper', 'bootstrap_ci_lower', 'bootstrap_ci_upper', 'mean_accuracy_population']
====================================================================================================
       model       dataset bin_label  bin_start_pct  bin_end_pct  total_traces_in_bin  sampled_traces  random_seed  mean_reasoning_score  std_reasoning_score  stderr_reasoning_score  ci_lower  ci_upper  bootstrap_ci_lower  bootstrap_ci_upper  mean_accuracy_population
LLaMA-3.1-8B         SVAMP        50      top50                  250                 0.775  0.737744     0.811
       Phi-4          AQuA        10      top10                   50                 0.785   0.71375  0.853781
       Phi-4          AQuA        20      top20                  100              0.771875  0.721875    0.8225
       Phi-4          AQuA        30      top30                  150              0.762083  0.721646  0.802094
       Phi-4          AQuA        40      top40                  200                0.7625   0.72625   0.79625
       Phi-4          AQuA        50      top50                  250               0.76025    0.7285  0.791013
       Phi-4 CommonsenseQA        10      top10                   50                0.7725  0.692469    0.8475
       Phi-4 CommonsenseQA        20      top20                  100              0.695625  0.636219    0.7575
       Phi-4 CommonsenseQA        30      top30                  150               0.68625   0.63874  0.735833
       Phi-4 CommonsenseQA        40      top40                  200              0.691875  0.649375  0.734062
       Phi-4 CommonsenseQA        50      top50                  250               0.69475     0.655  0.733756
       Phi-4          GPQA        10      top10                   50               0.48375      0.42   0.55625
       Phi-4          GPQA        20      top20                  100              0.475625  0.431859  0.523125
       Phi-4          GPQA        30      top30                  150              0.474583  0.439583  0.511667
       Phi-4          GPQA        40      top40                  200              0.493125  0.461867  0.525312
       Phi-4          GPQA        50      top50                  250               0.50275  0.474994    0.5325
       Phi-4         GSM8K        10      top10                   50                 0.915   0.85875   0.96625
       Phi-4         GSM8K        20      top20                  100               0.87375  0.831859  0.913125
       Phi-4         GSM8K        30      top30                  150                0.8675    0.8325  0.901667
       Phi-4         GSM8K        40      top40                  200              0.874062     0.845   0.90282
       Phi-4         GSM8K        50      top50                  250               0.88175  0.854994   0.90775
       Phi-4       MATH500        10      top10                   50               0.74375   0.65875   0.82875
       Phi-4       MATH500        20      top20                  100              0.761875   0.70625  0.820016
       Phi-4       MATH500        30      top30                  150               0.75125  0.707073  0.795833
       Phi-4       MATH500        40      top40                  200              0.741563  0.702187  0.781563
       Phi-4       MATH500        50      top50                  250               0.75025  0.715994   0.78125
       Phi-4         SVAMP        10      top10                   50                 0.755   0.67125     0.835
       Phi-4         SVAMP        20      top20                  100              0.786875  0.729375   0.84125
       Phi-4         SVAMP        30      top30                  150              0.800833   0.75749  0.842917
       Phi-4         SVAMP        40      top40                  200              0.807187  0.770312   0.84282
       Phi-4         SVAMP        50      top50                  250               0.81275   0.77975  0.844762
 Phi-4-Reas.          AQuA        10      top10                   50                0.8325   0.76875   0.89125
 Phi-4-Reas.          AQuA        20      top20                  100                0.8725  0.833125  0.908125
 Phi-4-Reas.          AQuA        30      top30                  150              0.891667    0.8625  0.916667
 Phi-4-Reas.          AQuA        40      top40                  200              0.894375   0.86968    0.9175
 Phi-4-Reas.          AQuA        50      top50                  250               0.89025  0.869744      0.91
 Phi-4-Reas. CommonsenseQA        10      top10                   50               0.33375     0.235   0.43875
 Phi-4-Reas. CommonsenseQA        20      top20                  100              0.413125  0.355625  0.469406
 Phi-4-Reas. CommonsenseQA        30      top30                  150              0.529583   0.47625  0.578333
 Phi-4-Reas. CommonsenseQA        40      top40                  200              0.594063  0.544063  0.638758
 Phi-4-Reas. CommonsenseQA        50      top50                  250                0.6275    0.5875     0.664
 Phi-4-Reas.          GPQA        10      top10                   50                0.6225   0.53125  0.718781
 Phi-4-Reas.          GPQA        20      top20                  100              0.671875   0.61375  0.728125
 Phi-4-Reas.          GPQA        30      top30                  150              0.652917  0.610823  0.695021
 Phi-4-Reas.          GPQA        40      top40                  200              0.645625  0.611555  0.678438
 Phi-4-Reas.          GPQA        50      top50                  250                 0.637   0.60525   0.66725
 Phi-4-Reas.         GSM8K        10      top10                   50                 0.845      0.79   0.89625
 Phi-4-Reas.         GSM8K        20      top20                  100               0.90625  0.873125    0.9375
 Phi-4-Reas.         GSM8K        30      top30                  150              0.932083  0.909156  0.954594
 Phi-4-Reas.         GSM8K        40      top40                  200              0.937187  0.917492  0.955313
 Phi-4-Reas.         GSM8K        50      top50                  250               0.94125     0.925   0.95725
 Phi-4-Reas.       MATH500        10      top10                   50                   0.8    0.7275   0.86625
 Phi-4-Reas.       MATH500        20      top20                  100                  0.85  0.805625  0.889375
 Phi-4-Reas.       MATH500        30      top30                  150              0.870833    0.8375  0.900844
 Phi-4-Reas.       MATH500        40      top40                  200              0.880313  0.855617  0.905312
 Phi-4-Reas.       MATH500        50      top50                  250                0.8785   0.85575    0.9015
 Phi-4-Reas.         SVAMP        10      top10                   50                0.7475      0.68   0.81375
 Phi-4-Reas.         SVAMP        20      top20                  100              0.859375    0.8175  0.899375
 Phi-4-Reas.         SVAMP        30      top30                  150              0.903333  0.872906  0.932927
 Phi-4-Reas.         SVAMP        40      top40                  200              0.912813  0.888117  0.935945
 Phi-4-Reas.         SVAMP        50      top50                  250                 0.918   0.89575  0.938256
  Qwen2.5-7B          AQuA        10      top10                   50                0.7725   0.72625      0.82
  Qwen2.5-7B          AQuA        20      top20                  100              0.761875    0.7275   0.79625
  Qwen2.5-7B          AQuA        30      top30                  150              0.733333  0.704167   0.76125
  Qwen2.5-7B          AQuA        40      top40                  200              0.706562  0.679688  0.731883
  Qwen2.5-7B          AQuA        50      top50                  250                0.6715    0.6465    0.6965
  Qwen2.5-7B CommonsenseQA        10      top10                   50               0.70125     0.635  0.767531
  Qwen2.5-7B CommonsenseQA        20      top20                  100                  0.83  0.781875   0.87375
  Qwen2.5-7B CommonsenseQA        30      top30                  150               0.85375  0.820417  0.885417
  Qwen2.5-7B CommonsenseQA        40      top40                  200              0.876563   0.84875  0.900625
  Qwen2.5-7B CommonsenseQA        50      top50                  250               0.88825  0.866244   0.91025
  Qwen2.5-7B          GPQA        10      top10                   50               0.55125       0.5   0.60625
  Qwen2.5-7B          GPQA        20      top20                  100              0.554375  0.518125   0.58875
  Qwen2.5-7B          GPQA        30      top30                  150              0.544167  0.515417  0.572094
  Qwen2.5-7B          GPQA        40      top40                  200              0.540312  0.516242  0.564063
  Qwen2.5-7B          GPQA        50      top50                  250               0.53225  0.509744     0.555
  Qwen2.5-7B         GSM8K        10      top10                   50               0.65625   0.61375   0.69875
  Qwen2.5-7B         GSM8K        20      top20                  100              0.626875   0.59625     0.655
  Qwen2.5-7B         GSM8K        30      top30                  150              0.624167  0.599167  0.648333
  Qwen2.5-7B         GSM8K        40      top40                  200               0.61125  0.590625  0.631563
  Qwen2.5-7B         GSM8K        50      top50                  250               0.63975     0.616     0.664
  Qwen2.5-7B       MATH500        10      top10                   50               0.75625  0.706219    0.8075
  Qwen2.5-7B       MATH500        20      top20                  100               0.72125  0.681875  0.759391
  Qwen2.5-7B       MATH500        30      top30                  150              0.715417   0.68375  0.747927
  Qwen2.5-7B       MATH500        40      top40                  200              0.700625  0.670625  0.730938
  Qwen2.5-7B       MATH500        50      top50                  250                 0.678     0.651   0.70475
  Qwen2.5-7B         SVAMP        10      top10                   50               0.64875   0.61125     0.685
  Qwen2.5-7B         SVAMP        20      top20                  100               0.62125  0.594359   0.65125
  Qwen2.5-7B         SVAMP        30      top30                  150                 0.605  0.579583  0.629583
  Qwen2.5-7B         SVAMP        40      top40                  200              0.580937    0.5575   0.60407
  Qwen2.5-7B         SVAMP        50      top50                  250                0.6415   0.61375  0.668506
Qwen2.5-Math          AQuA        10      top10                   50               0.74875  0.666219    0.8275
Qwen2.5-Math          AQuA        20      top20                  100              0.783125  0.734359  0.829375
Qwen2.5-Math          AQuA        30      top30                  150                 0.795  0.754156   0.83625
Qwen2.5-Math          AQuA        40      top40                  200              0.788125   0.75468   0.82125
Qwen2.5-Math          AQuA        50      top50                  250               0.78425   0.75375    0.8145
Qwen2.5-Math CommonsenseQA        10      top10                   50               0.70625  0.642469    0.7725
Qwen2.5-Math CommonsenseQA        20      top20                  100              0.684375   0.63875      0.73
Qwen2.5-Math CommonsenseQA        30      top30                  150              0.715417  0.678333  0.754583
Qwen2.5-Math CommonsenseQA        40      top40                  200              0.720313  0.687813  0.753437
Qwen2.5-Math CommonsenseQA        50      top50                  250               0.72875  0.699994     0.757
Qwen2.5-Math          GPQA        10      top10                   50               0.54625  0.488719  0.606281
Qwen2.5-Math          GPQA        20      top20                  100                 0.555   0.51625  0.595625
Qwen2.5-Math          GPQA        30      top30                  150              0.539583  0.508323  0.572083
Qwen2.5-Math          GPQA        40      top40                  200              0.540937     0.515  0.567508
Qwen2.5-Math          GPQA        50      top50                  250               0.53625   0.51275   0.55875
Qwen2.5-Math         GSM8K        10      top10                   50                0.9075   0.85625   0.95375
Qwen2.5-Math         GSM8K        20      top20                  100              0.914375  0.883125  0.944391
Qwen2.5-Math         GSM8K        30      top30                  150              0.897083  0.866656  0.925417
Qwen2.5-Math         GSM8K        40      top40                  200              0.893437  0.869055   0.91875
Qwen2.5-Math         GSM8K        50      top50                  250                  0.89     0.865   0.91425
Qwen2.5-Math       MATH500        10      top10                   50                 0.775  0.693719    0.8525
Qwen2.5-Math       MATH500        20      top20                  100               0.81625  0.764375  0.863766
Qwen2.5-Math       MATH500        30      top30                  150                0.8425  0.802063  0.879594
Qwen2.5-Math       MATH500        40      top40                  200              0.834375   0.80093  0.866891
Qwen2.5-Math       MATH500        50      top50                  250               0.83125   0.80075    0.8585
Qwen2.5-Math         SVAMP        10      top10                   50                 0.745     0.655   0.82625
Qwen2.5-Math         SVAMP        20      top20                  100                 0.795  0.736875  0.849375
Qwen2.5-Math         SVAMP        30      top30                  150              0.817917  0.773333   0.85876
Qwen2.5-Math         SVAMP        40      top40                  200              0.851875  0.816875   0.88625
Qwen2.5-Math         SVAMP        50      top50                  250               0.84525  0.810994  0.875756
    Qwen3-4B          AQuA        10      top10                   50                 0.785  0.718719   0.84625
    Qwen3-4B          AQuA        20      top20                  100               0.75625  0.714375   0.79875
    Qwen3-4B          AQuA        30      top30                  150              0.738333  0.702083  0.772917
    Qwen3-4B          AQuA        40      top40                  200              0.741875  0.711562   0.77125
    Qwen3-4B          AQuA        50      top50                  250                0.7285     0.701     0.754
    Qwen3-4B CommonsenseQA        10      top10                   50                  0.75  0.701219   0.79625
    Qwen3-4B CommonsenseQA        20      top20                  100               0.75125    0.7125  0.790625
    Qwen3-4B CommonsenseQA        30      top30                  150              0.752917  0.719167     0.785
    Qwen3-4B CommonsenseQA        40      top40                  200              0.747188  0.719688  0.774695
    Qwen3-4B CommonsenseQA        50      top50                  250               0.73975  0.715494   0.76525
    Qwen3-4B          GPQA        10      top10                   50                0.5875   0.54625  0.627531
    Qwen3-4B          GPQA        20      top20                  100              0.563125  0.530625  0.594375
    Qwen3-4B          GPQA        30      top30                  150                 0.555  0.528323  0.582917
    Qwen3-4B          GPQA        40      top40                  200              0.547813  0.525312   0.56907
    Qwen3-4B          GPQA        50      top50                  250               0.54475    0.5255    0.5645
    Qwen3-4B         GSM8K        10      top10                   50               0.90875    0.8625   0.95125
    Qwen3-4B         GSM8K        20      top20                  100              0.919375  0.886859      0.95
    Qwen3-4B         GSM8K        30      top30                  150                  0.89  0.857083    0.9175
    Qwen3-4B         GSM8K        40      top40                  200                0.8725   0.84625  0.897813
    Qwen3-4B         GSM8K        50      top50                  250               0.86225    0.8375  0.885256
    Qwen3-4B       MATH500        10      top10                   50                 0.635   0.58125    0.6925
    Qwen3-4B       MATH500        20      top20                  100                0.6675  0.626875  0.708766
    Qwen3-4B       MATH500        30      top30                  150              0.673333   0.63749  0.706667
    Qwen3-4B       MATH500        40      top40                  200               0.69375   0.66375  0.724063
    Qwen3-4B       MATH500        50      top50                  250               0.69575  0.668994   0.72425
    Qwen3-4B         SVAMP        10      top10                   50                  0.91      0.87   0.94875
    Qwen3-4B         SVAMP        20      top20                  100                 0.915     0.885   0.94125
    Qwen3-4B         SVAMP        30      top30                  150              0.895417   0.86625  0.922917
    Qwen3-4B         SVAMP        40      top40                  200                0.8975  0.872812  0.918438
    Qwen3-4B         SVAMP        50      top50                  250                  0.87   0.84475    0.8935

====================================================================================================
PIVOT: mean_reasoning_score by bin_label (wide)
====================================================================================================
       model       dataset    0-10   10-20   20-30   30-40   40-50
  DS-R1-1.5B          AQuA 0.90125 0.81625  0.7575 0.61875 0.55625
  DS-R1-1.5B CommonsenseQA 0.56125 0.58375  0.5875   0.605 0.47875
  DS-R1-1.5B          GPQA 0.56625 0.49125  0.5175 0.53375  0.4575
  DS-R1-1.5B         GSM8K 0.95125    0.92 0.88125  0.8775 0.73125
  DS-R1-1.5B       MATH500   0.845   0.845   0.695 0.71125  0.6675
  DS-R1-1.5B         SVAMP 0.96875  0.9175    0.92   0.895 0.79125
    DS-R1-7B          AQuA  0.9675 0.94625  0.8925 0.86875 0.78625
    DS-R1-7B CommonsenseQA  0.7925  0.8225 0.79875 0.75375 0.70125
    DS-R1-7B          GPQA 0.62875  0.6475   0.655    0.63 0.64625
    DS-R1-7B         GSM8K 0.98875    0.95   0.985  0.9925   0.955
    DS-R1-7B       MATH500    0.94   0.945   0.885   0.845   0.855
    DS-R1-7B         SVAMP    0.99  0.9675  0.9425 0.97625 0.95375
    Gemma-7B          AQuA  0.2225   0.445  0.3925    0.45  0.4425
    Gemma-7B CommonsenseQA 0.13375   0.215   0.395    0.23  0.2575
    Gemma-7B          GPQA 0.30875    0.34  0.3575    0.39 0.37375
    Gemma-7B         GSM8K  0.4125 0.59125 0.60375 0.62875   0.555
    Gemma-7B       MATH500 0.18875  0.3125 0.36875 0.43625  0.4125
    Gemma-7B         SVAMP 0.31125  0.5525 0.62625    0.59 0.47875
LLaMA-3.1-8B          AQuA 0.52875 0.49125 0.39125     0.4  0.3725
LLaMA-3.1-8B CommonsenseQA    0.55 0.58125 0.50875  0.5375 0.55375
LLaMA-3.1-8B          GPQA   0.505 0.50625  0.5225 0.50875  0.5575
LLaMA-3.1-8B         GSM8K 0.79875  0.7275 0.64625  0.8475  0.7375
LLaMA-3.1-8B       MATH500 0.60625 0.48375  0.4125 0.44125  0.5325
LLaMA-3.1-8B         SVAMP     0.8 0.63125 0.82125  0.7925    0.83
       Phi-4          AQuA   0.785 0.75875  0.7425 0.76375 0.75125
       Phi-4 CommonsenseQA  0.7725 0.61875  0.6675 0.70875 0.70625
       Phi-4          GPQA 0.48375  0.4675  0.4725 0.54875 0.54125
       Phi-4         GSM8K   0.915  0.8325   0.855 0.89375  0.9125
       Phi-4       MATH500 0.74375    0.78    0.73  0.7125   0.785
       Phi-4         SVAMP   0.755 0.81875 0.82875 0.82625   0.835
 Phi-4-Reas.          AQuA  0.8325  0.9125    0.93  0.9025 0.87375
 Phi-4-Reas. CommonsenseQA 0.33375  0.4925  0.7625  0.7875 0.76125
 Phi-4-Reas.          GPQA  0.6225 0.72125   0.615 0.62375  0.6025
 Phi-4-Reas.         GSM8K   0.845  0.9675 0.98375  0.9525  0.9575
 Phi-4-Reas.       MATH500     0.8     0.9  0.9125 0.90875 0.87125
 Phi-4-Reas.         SVAMP  0.7475 0.97125 0.99125 0.94125 0.93875
  Qwen2.5-7B          AQuA  0.7725 0.75125 0.67625 0.62625 0.53125
  Qwen2.5-7B CommonsenseQA 0.70125 0.95875 0.90125   0.945   0.935
  Qwen2.5-7B          GPQA 0.55125  0.5575 0.52375 0.52875     0.5
  Qwen2.5-7B         GSM8K 0.65625  0.5975 0.61875  0.5725 0.75375
  Qwen2.5-7B       MATH500 0.75625 0.68625 0.70375 0.65625  0.5875
  Qwen2.5-7B         SVAMP 0.64875 0.59375  0.5725 0.50875 0.88375
Qwen2.5-Math          AQuA 0.74875  0.8175 0.81875  0.7675 0.76875
Qwen2.5-Math CommonsenseQA 0.70625  0.6625  0.7775   0.735  0.7625
Qwen2.5-Math          GPQA 0.54625 0.56375 0.50875   0.545  0.5175
Qwen2.5-Math         GSM8K  0.9075 0.92125  0.8625  0.8825 0.87625
Qwen2.5-Math       MATH500   0.775  0.8575   0.895    0.81 0.81875
Qwen2.5-Math         SVAMP   0.745   0.845 0.86375 0.95375 0.81875
    Qwen3-4B          AQuA   0.785  0.7275  0.7025  0.7525   0.675
    Qwen3-4B CommonsenseQA    0.75  0.7525 0.75625    0.73    0.71
    Qwen3-4B          GPQA  0.5875 0.53875 0.53875 0.52625  0.5325
    Qwen3-4B         GSM8K 0.90875    0.93 0.83125    0.82 0.82125
    Qwen3-4B       MATH500   0.635     0.7   0.685   0.755 0.70375
    Qwen3-4B         SVAMP    0.91    0.92 0.85625 0.90375    0.76
