split,seed,model,benchmark,regime,frs_cal,acc_cal,bon_reasoning,bon_accuracy,random_reasoning,random_accuracy,lift
0,42,DS-R1-1.5B,aqua,reliable,98.4375,0.525,74.49324324324324,0.5675675675675675,73.15878378378379,0.5423423423423424,1.3344594594594525
0,42,DS-R1-1.5B,commonsenseqa,reliable,66.34615384615384,0.44715447154471544,55.357142857142854,0.4017857142857143,55.6640625,0.41517857142857145,-0.3069196428571459
0,42,DS-R1-1.5B,gpqa,reliable,46.15384615384615,0.3870967741935484,53.73641304347826,0.29347826086956524,52.58152173913044,0.26992753623188404,1.1548913043478208
0,42,DS-R1-1.5B,gsm8k,reliable,98.5576923076923,0.8372093023255814,90.37610619469027,0.8672566371681416,90.67109144542772,0.8731563421828908,-0.2949852507374544
0,42,DS-R1-1.5B,math500,reliable,80.76923076923077,0.6015625,74.81435643564356,0.6336633663366337,74.02021452145215,0.6171617161716171,0.7941419141914139
0,42,DS-R1-1.5B,svamp,reliable,100.0,0.946969696969697,87.08333333333333,0.8476190476190476,86.96428571428571,0.8428571428571429,0.1190476190476204
0,42,DS-R1-7B,aqua,reliable,96.63461538461539,0.8188976377952756,91.7910447761194,0.8208955223880597,90.08084577114428,0.808457711442786,1.7101990049751237
0,42,DS-R1-7B,commonsenseqa,reliable,77.88461538461539,0.5354330708661418,77.42117117117117,0.5045045045045045,77.13963963963964,0.5,0.28153153153152743
0,42,DS-R1-7B,gpqa,reliable,69.27083333333333,0.39166666666666666,66.43041237113403,0.4948453608247423,66.00085910652922,0.5223367697594501,0.4295532646048059
0,42,DS-R1-7B,gsm8k,reliable,100.0,0.9495798319327731,97.72245762711864,0.9491525423728814,97.72245762711864,0.9491525423728814,0.0
0,42,DS-R1-7B,math500,reliable,97.91666666666667,0.675,87.95572916666667,0.7708333333333334,87.21245659722223,0.7612847222222223,0.7432725694444429
0,42,DS-R1-7B,svamp,reliable,100.0,0.990990990990991,95.86776859504133,0.9586776859504132,95.84194214876032,0.9586776859504132,0.025826446281001836
0,42,Gemma-7B,aqua,inverted,21.354166666666668,0.3565217391304348,35.788690476190474,0.32142857142857145,38.58506944444444,0.35714285714285715,-2.7963789682539684
0,42,Gemma-7B,commonsenseqa,inverted,9.821428571428571,0.15671641791044777,26.547619047619047,0.2,26.49801587301587,0.20634920634920637,0.049603174603177536
0,42,Gemma-7B,gpqa,inverted,31.25,0.17164179104477612,34.375,0.14893617021276595,34.5633865248227,0.14716312056737588,-0.1883865248226968
0,42,Gemma-7B,gsm8k,inverted,26.666666666666668,0.4305555555555556,52.577319587628864,0.3711340206185567,51.57860824742268,0.3556701030927835,0.9987113402061851
0,42,Gemma-7B,math500,inverted,16.071428571428573,0.08571428571428572,34.411764705882355,0.11764705882352941,34.963235294117645,0.11764705882352941,-0.5514705882352899
0,42,Gemma-7B,svamp,inverted,23.4375,0.4166666666666667,52.37068965517241,0.43103448275862066,53.978089080459775,0.44396551724137934,-1.6073994252873618
0,42,LLaMA-3.1-8B,aqua,reliable,60.09615384615385,0.4015748031496063,47.0679012345679,0.43209876543209874,44.347993827160494,0.38168724279835387,2.7199074074074048
0,42,LLaMA-3.1-8B,commonsenseqa,reliable,41.82692307692308,0.6615384615384615,56.13425925925926,0.6851851851851852,55.73398919753087,0.6828703703703703,0.4002700617283921
0,42,LLaMA-3.1-8B,gpqa,reliable,53.97727272727273,0.39090909090909093,52.267699115044245,0.4336283185840708,52.0372418879056,0.41887905604719766,0.23045722713864336
0,42,LLaMA-3.1-8B,gsm8k,reliable,73.66071428571429,0.6567164179104478,78.30528846153847,0.7884615384615384,78.03485576923077,0.7836538461538461,0.2704326923076934
0,42,LLaMA-3.1-8B,math500,reliable,54.6875,0.24369747899159663,53.00480769230769,0.38461538461538464,52.31370192307692,0.3862179487179487,0.6911057692307736
0,42,LLaMA-3.1-8B,svamp,reliable,85.71428571428571,0.8014705882352942,76.34803921568627,0.803921568627451,76.76674836601308,0.795751633986928,-0.418709150326805
0,42,Phi-4,aqua,flat,80.20833333333333,0.5677966101694916,76.11607142857143,0.5,75.81845238095238,0.5109126984126984,0.297619047619051
0,42,Phi-4,commonsenseqa,flat,84.13461538461539,0.5901639344262295,69.07051282051282,0.5811965811965812,69.07941595441596,0.5783475783475782,-0.008903133903146454
0,42,Phi-4,gpqa,flat,59.09090909090909,0.27102803738317754,51.54816513761468,0.23853211009174313,50.831422018348626,0.2194189602446483,0.7167431192660558
0,42,Phi-4,gsm8k,flat,98.07692307692308,0.6,88.8586956521739,0.591304347826087,88.55978260869566,0.5826086956521739,0.298913043478251
0,42,Phi-4,math500,flat,75.48076923076923,0.52,72.05528846153847,0.5096153846153846,72.88661858974359,0.5064102564102564,-0.8313301282051242
0,42,Phi-4,svamp,flat,75.0,0.5416666666666666,82.21982758620689,0.5431034482758621,81.77981321839081,0.5431034482758621,0.44001436781607595
0,42,Phi-4-Reas.,aqua,inverted,68.75,0.7280701754385965,86.28246753246754,0.6103896103896104,87.01839826839826,0.6147186147186148,-0.7359307359307223
0,42,Phi-4-Reas.,commonsenseqa,inverted,22.596153846153847,0.8538461538461538,59.88636363636363,0.7727272727272727,60.02840909090909,0.7772727272727272,-0.14204545454546036
0,42,Phi-4-Reas.,gpqa,inverted,30.357142857142858,0.5939849624060151,65.01524390243902,0.5975609756097561,64.65955284552845,0.5995934959349594,0.35569105691057246
0,42,Phi-4-Reas.,gsm8k,inverted,77.40384615384616,0.9761904761904762,94.71982758620689,1.0,94.66594827586206,1.0,0.053879310344825626
0,42,Phi-4-Reas.,math500,inverted,75.0,0.8936170212765957,86.55913978494624,0.9139784946236559,86.581541218638,0.9086021505376344,-0.022401433691754846
0,42,Phi-4-Reas.,svamp,inverted,54.017857142857146,1.0,92.20238095238095,0.9714285714285714,92.35119047619048,0.9714285714285714,-0.1488095238095326
0,42,Qwen2.5-7B,aqua,flat,82.6923076923077,0.6311475409836066,70.08928571428571,0.7976190476190477,68.9546130952381,0.7549603174603174,1.1346726190476062
0,42,Qwen2.5-7B,commonsenseqa,flat,48.958333333333336,0.9009009009009009,87.90322580645162,0.8387096774193549,87.82762096774194,0.8346774193548387,0.07560483870967971
0,42,Qwen2.5-7B,gpqa,flat,56.25,0.3515625,53.01724137931034,0.367816091954023,52.867576628352495,0.3611111111111111,0.1496647509578466
0,42,Qwen2.5-7B,gsm8k,flat,65.625,0.6567164179104478,62.74271844660194,0.6504854368932039,63.32928802588997,0.6553398058252428,-0.5865695792880317
0,42,Qwen2.5-7B,math500,flat,85.09615384615384,0.46923076923076923,67.20297029702971,0.49504950495049505,67.5226897689769,0.5016501650165016,-0.3197194719471952
0,42,Qwen2.5-7B,svamp,flat,68.75,0.7068965517241379,63.66525423728814,0.6864406779661016,64.56567796610169,0.6963276836158191,-0.9004237288135499
0,42,Qwen2.5-Math,aqua,inverted,73.4375,0.575,75.703125,0.5125,76.18489583333333,0.4802083333333334,-0.4817708333333286
0,42,Qwen2.5-Math,commonsenseqa,inverted,67.78846153846153,0.5537190082644629,72.79411764705883,0.5462184873949579,72.53151260504201,0.5504201680672269,0.26260504201681556
0,42,Qwen2.5-Math,gpqa,inverted,55.208333333333336,0.3333333333333333,53.97727272727273,0.35353535353535354,53.966750841750844,0.3552188552188552,0.010521885521882268
0,42,Qwen2.5-Math,gsm8k,inverted,91.82692307692308,0.7338709677419355,88.07291666666667,0.6666666666666666,87.8732638888889,0.6625,0.19965277777777146
0,42,Qwen2.5-Math,math500,inverted,63.94230769230769,0.6220472440944882,83.49719101123596,0.651685393258427,84.000468164794,0.6685393258426966,-0.5032771535580451
0,42,Qwen2.5-Math,svamp,inverted,50.0,0.696,85.89601769911505,0.7079646017699115,85.95132743362832,0.7168141592920354,-0.0553097345132727
0,42,Qwen3-4B,aqua,reliable,80.76923076923077,0.456,76.48026315789474,0.5131578947368421,75.64144736842105,0.5109649122807017,0.838815789473685
0,42,Qwen3-4B,commonsenseqa,reliable,74.55357142857143,0.631578947368421,74.71064814814815,0.75,74.76851851851852,0.7453703703703703,-0.057870370370366686
0,42,Qwen3-4B,gpqa,reliable,58.333333333333336,0.625,54.08163265306123,0.5,53.24192176870748,0.4897959183673469,0.8397108843537495
0,42,Qwen3-4B,gsm8k,reliable,82.95454545454545,0.8454545454545455,84.89583333333333,0.8181818181818182,85.17992424242425,0.821969696969697,-0.2840909090909207
0,42,Qwen3-4B,math500,reliable,59.09090909090909,0.3644859813084112,72.16435185185185,0.48148148148148145,71.50848765432099,0.4645061728395061,0.6558641975308603
0,42,Qwen3-4B,svamp,reliable,89.42307692307692,0.8688524590163934,88.61607142857143,0.8392857142857143,88.81138392857143,0.8392857142857143,-0.1953125
1,43,DS-R1-1.5B,aqua,reliable,89.0625,0.5378151260504201,76.09797297297297,0.581081081081081,74.25675675675676,0.5635135135135135,1.8412162162162105
1,43,DS-R1-1.5B,commonsenseqa,reliable,44.23076923076923,0.4094488188976378,56.81818181818182,0.44545454545454544,56.76136363636363,0.45454545454545453,0.056818181818186986
1,43,DS-R1-1.5B,gpqa,reliable,63.541666666666664,0.30701754385964913,52.828947368421055,0.35789473684210527,51.91885964912281,0.34210526315789475,0.9100877192982466
1,43,DS-R1-1.5B,gsm8k,reliable,98.4375,0.8717948717948718,84.42622950819673,0.8278688524590164,84.39207650273225,0.8292349726775957,0.03415300546447497
1,43,DS-R1-1.5B,math500,reliable,92.85714285714286,0.6268656716417911,75.27173913043478,0.6086956521739131,73.92436594202898,0.5869565217391305,1.347373188405797
1,43,DS-R1-1.5B,svamp,reliable,96.15384615384616,0.9,89.91745283018868,0.9056603773584906,89.38679245283019,0.9009433962264151,0.5306603773584868
1,43,DS-R1-7B,aqua,reliable,98.21428571428571,0.8148148148148148,90.03623188405797,0.8115942028985508,89.32669082125604,0.823671497584541,0.7095410628019323
1,43,DS-R1-7B,commonsenseqa,reliable,70.08928571428571,0.5725190839694656,75.91743119266054,0.47706422018348627,75.6020642201835,0.463302752293578,0.3153669724770509
1,43,DS-R1-7B,gpqa,reliable,67.3076923076923,0.5040650406504065,64.47704081632654,0.41836734693877553,63.27593537414966,0.4200680272108843,1.2011054421768748
1,43,DS-R1-7B,gsm8k,reliable,95.67307692307692,0.9453125,98.01136363636364,0.9545454545454546,98.01136363636364,0.9545454545454546,0.0
1,43,DS-R1-7B,math500,reliable,97.32142857142857,0.7518248175182481,89.76648351648352,0.7252747252747253,89.3543956043956,0.7307692307692307,0.4120879120879124
1,43,DS-R1-7B,svamp,reliable,100.0,0.9847328244274809,96.81712962962963,0.9722222222222222,96.4699074074074,0.9675925925925926,0.34722222222222854
1,43,Gemma-7B,aqua,inverted,21.354166666666668,0.3391304347826087,36.736111111111114,0.36666666666666664,37.83564814814815,0.36851851851851847,-1.099537037037038
1,43,Gemma-7B,commonsenseqa,inverted,16.346153846153847,0.20155038759689922,24.330357142857142,0.16964285714285715,24.441964285714285,0.16964285714285715,-0.11160714285714235
1,43,Gemma-7B,gpqa,inverted,34.375,0.15555555555555556,32.84722222222222,0.14444444444444443,32.43634259259259,0.14259259259259258,0.4108796296296333
1,43,Gemma-7B,gsm8k,inverted,13.541666666666666,0.39655172413793105,55.44181034482759,0.3793103448275862,55.14547413793103,0.3793103448275862,0.29633620689655515
1,43,Gemma-7B,math500,inverted,11.979166666666666,0.08928571428571429,35.677083333333336,0.125,36.46375868055556,0.12847222222222224,-0.7866753472222214
1,43,Gemma-7B,svamp,inverted,19.71153846153846,0.49193548387096775,45.703125,0.33035714285714285,47.49813988095237,0.34970238095238093,-1.7950148809523725
1,43,LLaMA-3.1-8B,aqua,reliable,61.458333333333336,0.43103448275862066,44.907407407407405,0.4074074074074074,43.55066872427983,0.38683127572016457,1.356738683127574
1,43,LLaMA-3.1-8B,commonsenseqa,reliable,46.15384615384615,0.6796875,53.78440366972477,0.6697247706422018,54.03765290519877,0.6811926605504587,-0.25324923547400147
1,43,LLaMA-3.1-8B,gpqa,reliable,55.11363636363637,0.43119266055045874,50.17045454545455,0.4090909090909091,49.6969696969697,0.40303030303030296,0.4734848484848442
1,43,LLaMA-3.1-8B,gsm8k,reliable,81.25,0.7322834645669292,73.08114035087719,0.7192982456140351,72.94407894736842,0.7149122807017544,0.13706140350876694
1,43,LLaMA-3.1-8B,math500,reliable,58.333333333333336,0.29464285714285715,49.94266055045872,0.28440366972477066,50.53038990825688,0.301223241590214,-0.5877293577981604
1,43,LLaMA-3.1-8B,svamp,reliable,85.57692307692308,0.7874015748031497,76.9358407079646,0.8230088495575221,77.09255162241887,0.8156342182890856,-0.15671091445426555
1,43,Phi-4,aqua,flat,84.89583333333333,0.5416666666666666,75.51470588235294,0.5529411764705883,74.35049019607843,0.5196078431372549,1.1642156862745168
1,43,Phi-4,commonsenseqa,flat,84.13461538461539,0.625,66.73913043478261,0.5478260869565217,66.69384057971014,0.5492753623188406,0.0452898550724683
1,43,Phi-4,gpqa,flat,57.8125,0.2916666666666667,48.94736842105263,0.21052631578947367,48.826754385964904,0.19736842105263158,0.12061403508772628
1,43,Phi-4,gsm8k,flat,94.23076923076923,0.6504065040650406,85.7905982905983,0.5384615384615384,86.0576923076923,0.5384615384615384,-0.26709401709400993
1,43,Phi-4,math500,flat,56.73076923076923,0.49606299212598426,76.50240384615384,0.5576923076923077,76.35216346153847,0.5352564102564102,0.1502403846153726
1,43,Phi-4,svamp,flat,76.92307692307692,0.5275590551181102,84.14772727272727,0.5545454545454546,83.79734848484847,0.5545454545454546,0.35037878787879606
1,43,Phi-4-Reas.,aqua,inverted,71.63461538461539,0.6587301587301587,87.41071428571429,0.6714285714285714,87.87946428571429,0.6535714285714286,-0.46875
1,43,Phi-4-Reas.,commonsenseqa,inverted,15.625,0.8487394957983193,62.769396551724135,0.7844827586206896,64.3767959770115,0.7887931034482759,-1.6073994252873618
1,43,Phi-4-Reas.,gpqa,inverted,41.666666666666664,0.584070796460177,63.16489361702128,0.5957446808510638,62.94880319148936,0.5975177304964538,0.2160904255319167
1,43,Phi-4-Reas.,gsm8k,inverted,82.14285714285714,0.9847328244274809,94.0340909090909,0.990909090909091,93.94886363636364,0.990909090909091,0.08522727272726627
1,43,Phi-4-Reas.,math500,inverted,66.66666666666667,0.8916666666666667,87.94642857142857,0.9183673469387755,88.38222789115648,0.9132653061224489,-0.43579931972790575
1,43,Phi-4-Reas.,svamp,inverted,53.36538461538461,0.9846153846153847,94.08482142857143,0.9910714285714286,94.30803571428571,0.9910714285714286,-0.2232142857142776
1,43,Qwen2.5-7B,aqua,flat,80.76923076923077,0.6942148760330579,69.41176470588235,0.7294117647058823,66.6421568627451,0.7009803921568627,2.7696078431372513
1,43,Qwen2.5-7B,commonsenseqa,flat,57.8125,0.865546218487395,86.63793103448276,0.8620689655172413,86.85344827586206,0.8620689655172413,-0.2155172413793025
1,43,Qwen2.5-7B,gpqa,flat,59.13461538461539,0.3253968253968254,52.51358695652174,0.391304347826087,52.926856884057976,0.39039855072463764,-0.41326992753623415
1,43,Qwen2.5-7B,gsm8k,flat,68.75,0.6171875,63.4837962962963,0.6944444444444444,63.792438271604944,0.6990740740740741,-0.308641975308646
1,43,Qwen2.5-7B,math500,flat,73.5576923076923,0.5275590551181102,67.33247422680412,0.4536082474226804,67.79424398625429,0.472508591065292,-0.4617697594501635
1,43,Qwen2.5-7B,svamp,flat,57.69230769230769,0.6953125,61.98394495412844,0.6972477064220184,62.84403669724771,0.7033639143730887,-0.8600917431192698
1,43,Qwen2.5-Math,aqua,inverted,70.83333333333333,0.5086206896551724,79.30194805194805,0.5844155844155844,77.85443722943722,0.5519480519480521,1.4475108225108215
1,43,Qwen2.5-Math,commonsenseqa,inverted,77.88461538461539,0.5317460317460317,72.32905982905983,0.5641025641025641,72.80982905982906,0.5726495726495726,-0.4807692307692264
1,43,Qwen2.5-Math,gpqa,inverted,54.6875,0.288135593220339,53.615196078431374,0.3431372549019608,54.21772875816993,0.36764705882352944,-0.6025326797385588
1,43,Qwen2.5-Math,gsm8k,inverted,94.71153846153847,0.7265625,88.08262711864407,0.6610169491525424,88.10911016949153,0.6610169491525424,-0.026483050847460277
1,43,Qwen2.5-Math,math500,inverted,72.32142857142857,0.6666666666666666,83.37912087912088,0.6593406593406593,83.76831501831501,0.6593406593406593,-0.3891941391941316
1,43,Qwen2.5-Math,svamp,inverted,69.16666666666667,0.7375886524822695,81.50252525252525,0.6666666666666666,81.31313131313131,0.6616161616161617,0.18939393939393767
1,43,Qwen3-4B,aqua,reliable,73.86363636363636,0.4519230769230769,76.11607142857143,0.5,75.39186507936509,0.4797619047619047,0.7242063492063409
1,43,Qwen3-4B,commonsenseqa,reliable,75.52083333333333,0.6666666666666666,74.39516129032258,0.717741935483871,74.26915322580645,0.7137096774193549,0.12600806451612812
1,43,Qwen3-4B,gpqa,reliable,59.13461538461539,0.5,55.913978494623656,0.6236559139784946,55.36514336917563,0.6021505376344086,0.5488351254480293
1,43,Qwen3-4B,gsm8k,reliable,78.57142857142857,0.8676470588235294,84.55188679245283,0.7830188679245284,84.58136792452831,0.7830188679245284,-0.029481132075474648
1,43,Qwen3-4B,math500,reliable,63.46153846153846,0.44,69.64285714285714,0.3979591836734694,69.83418367346938,0.40646258503401356,-0.19132653061224403
1,43,Qwen3-4B,svamp,reliable,95.83333333333333,0.8173913043478261,87.65889830508475,0.8898305084745762,87.89724576271186,0.885593220338983,-0.23834745762711407
2,44,DS-R1-1.5B,aqua,reliable,100.0,0.5982905982905983,72.29729729729729,0.5405405405405406,71.20636261261261,0.5360360360360361,1.090934684684683
2,44,DS-R1-1.5B,commonsenseqa,reliable,60.57692307692308,0.4274193548387097,55.81521739130435,0.43478260869565216,56.141304347826086,0.4434782608695652,-0.3260869565217348
2,44,DS-R1-1.5B,gpqa,reliable,52.67857142857143,0.36363636363636365,52.36280487804878,0.3048780487804878,52.00076219512195,0.2977642276422764,0.36204268292682684
2,44,DS-R1-1.5B,gsm8k,reliable,100.0,0.8636363636363636,86.95175438596492,0.8596491228070176,86.21162280701755,0.8464912280701754,0.7401315789473699
2,44,DS-R1-1.5B,math500,reliable,78.125,0.6165413533834586,75.73924731182795,0.6559139784946236,74.63037634408602,0.6272401433691756,1.108870967741936
2,44,DS-R1-1.5B,svamp,reliable,98.5576923076923,0.8888888888888888,90.01116071428571,0.9017857142857143,90.01116071428571,0.90625,0.0
2,44,DS-R1-7B,aqua,reliable,100.0,0.8839285714285714,86.13013698630137,0.7534246575342466,84.9957191780822,0.7648401826484018,1.134417808219169
2,44,DS-R1-7B,commonsenseqa,reliable,71.875,0.5565217391304348,78.22916666666667,0.5,77.86458333333333,0.5,0.3645833333333428
2,44,DS-R1-7B,gpqa,reliable,69.23076923076923,0.4634146341463415,65.36989795918367,0.4489795918367347,63.775510204081634,0.4472789115646258,1.5943877551020407
2,44,DS-R1-7B,gsm8k,reliable,95.98214285714286,0.946969696969697,98.26388888888889,0.9537037037037037,98.26388888888889,0.9537037037037037,0.0
2,44,DS-R1-7B,math500,reliable,96.42857142857143,0.7518248175182481,88.2183908045977,0.7126436781609196,87.4521072796935,0.7049808429118773,0.7662835249042104
2,44,DS-R1-7B,svamp,reliable,100.0,0.9814814814814815,97.2560975609756,0.975609756097561,96.92581300813008,0.9715447154471545,0.3302845528455265
2,44,Gemma-7B,aqua,inverted,19.642857142857142,0.3533834586466165,38.63636363636363,0.3246753246753247,39.77272727272727,0.3463203463203463,-1.1363636363636402
2,44,Gemma-7B,commonsenseqa,inverted,4.166666666666667,0.2033898305084746,26.80785123966942,0.18181818181818182,26.36880165289256,0.18181818181818182,0.4390495867768607
2,44,Gemma-7B,gpqa,inverted,27.083333333333332,0.168141592920354,36.32425742574257,0.15841584158415842,36.37582508250825,0.16419141914191418,-0.05156765676567687
2,44,Gemma-7B,gsm8k,inverted,26.442307692307693,0.4365079365079365,54.70183486238532,0.3577981651376147,54.64449541284404,0.3623853211009174,0.05733944954128134
2,44,Gemma-7B,math500,inverted,17.613636363636363,0.08737864077669903,33.490566037735846,0.12264150943396226,34.35043238993711,0.12264150943396226,-0.8598663522012657
2,44,Gemma-7B,svamp,inverted,15.625,0.4369747899159664,50.82236842105263,0.39473684210526316,52.713815789473685,0.4225146198830409,-1.8914473684210549
2,44,LLaMA-3.1-8B,aqua,reliable,62.5,0.40298507462686567,43.26923076923077,0.3974358974358974,42.033920940170944,0.3803418803418803,1.2353098290598226
2,44,LLaMA-3.1-8B,commonsenseqa,reliable,59.61538461538461,0.7338709677419355,52.083333333333336,0.6140350877192983,52.604166666666664,0.6271929824561403,-0.5208333333333286
2,44,LLaMA-3.1-8B,gpqa,reliable,49.55357142857143,0.45985401459854014,51.11842105263158,0.37894736842105264,50.91008771929824,0.35789473684210527,0.2083333333333428
2,44,LLaMA-3.1-8B,gsm8k,reliable,79.32692307692308,0.7244094488188977,74.66517857142857,0.7232142857142857,74.35825892857143,0.7232142857142857,0.3069196428571388
2,44,LLaMA-3.1-8B,math500,reliable,54.54545454545455,0.32075471698113206,48.49330357142857,0.2767857142857143,48.218936011904766,0.28720238095238093,0.2743675595238031
2,44,LLaMA-3.1-8B,svamp,reliable,79.01785714285714,0.8102189781021898,77.44047619047619,0.7904761904761904,77.29166666666667,0.7857142857142857,0.1488095238095184
2,44,Phi-4,aqua,flat,79.16666666666667,0.5517241379310345,75.14367816091954,0.5057471264367817,74.53903256704982,0.5019157088122606,0.6046455938697193
2,44,Phi-4,commonsenseqa,flat,84.61538461538461,0.53125,69.79166666666667,0.631578947368421,69.63633040935673,0.6286549707602338,0.1553362573099406
2,44,Phi-4,gpqa,flat,46.15384615384615,0.2204724409448819,51.515151515151516,0.2727272727272727,51.13636363636363,0.26515151515151514,0.37878787878788245
2,44,Phi-4,gsm8k,flat,84.89583333333333,0.5666666666666667,88.45338983050847,0.6271186440677966,88.00317796610169,0.614406779661017,0.45021186440678207
2,44,Phi-4,math500,flat,77.60416666666667,0.5172413793103449,73.95833333333333,0.5462962962962963,74.41165123456791,0.5308641975308641,-0.45331790123458404
2,44,Phi-4,svamp,flat,86.45833333333333,0.5517241379310345,80.49395161290323,0.5483870967741935,80.29233870967742,0.5443548387096774,0.20161290322580783
2,44,Phi-4-Reas.,aqua,inverted,67.85714285714286,0.656934306569343,87.0404411764706,0.6764705882352942,88.70098039215685,0.6946078431372549,-1.6605392156862564
2,44,Phi-4-Reas.,commonsenseqa,inverted,28.125,0.8106060606060606,60.300925925925924,0.8148148148148148,61.313657407407405,0.8194444444444444,-1.012731481481481
2,44,Phi-4-Reas.,gpqa,inverted,40.625,0.549618320610687,65.69767441860465,0.686046511627907,64.68023255813954,0.6744186046511628,1.0174418604651123
2,44,Phi-4-Reas.,gsm8k,inverted,82.29166666666667,1.0,92.84274193548387,0.9758064516129032,92.81754032258064,0.9758064516129032,0.025201612903231307
2,44,Phi-4-Reas.,math500,inverted,72.32142857142857,0.9022556390977443,85.77127659574468,0.9042553191489362,86.2256205673759,0.898936170212766,-0.45434397163121787
