model,benchmark,metric_type,sample_size_N,bootstrap_std_of_mean_on_0_100_scale,n_problems_in_intersection,n_bootstrap
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,10,15.441473375296798,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,10,7.581799011047682,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,15,12.79581702484579,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,15,5.9995945046625945,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,20,11.452919933361972,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,20,5.404422451157184,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,25,9.744515585702555,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,25,4.711588312301247,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,30,9.099821579447466,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,30,4.264972755126275,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,40,7.848842968074976,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,40,3.8191402977820186,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,50,7.196293420921634,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,50,3.4125500663704593,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,75,5.666783332132377,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,75,2.71253516885092,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,100,5.002359418314522,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,100,2.381002294824555,148,2000
DS-R1-1.5B,AQuA,pass1_trace0_accuracy,148,4.092640912916074,148,2000
DS-R1-1.5B,AQuA,mean_reasoning_judge_sparse,148,1.9836218695546308,148,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,10,15.501431385520501,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,10,7.949364435090079,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,15,12.893581521223824,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,15,6.709255079499378,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,20,11.317860884460456,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,20,5.659891394661671,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,25,10.079872221412332,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,25,5.005035492116289,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,30,9.140283091896006,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,30,4.6095114830900155,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,40,7.793484458186851,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,40,3.99643706064383,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,50,6.974445927813908,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,50,3.450491720930647,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,75,5.831465262788685,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.9606791122233354,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,100,4.979328042015309,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,100,2.565236760934249,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,150,4.113797799276641,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,150,2.1029650858594278,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,200,3.4618627572450067,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.8216086974213193,225,2000
DS-R1-1.5B,CommonsenseQA,pass1_trace0_accuracy,225,3.3092221606658527,225,2000
DS-R1-1.5B,CommonsenseQA,mean_reasoning_judge_sparse,225,1.663555343455339,225,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,10,15.115984089697898,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,10,5.907812915775867,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,15,12.230873503829017,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,15,4.888348730714566,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,20,10.697849959220779,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,20,4.347482105364784,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,25,9.471472113668497,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,25,3.7547648984601327,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,30,8.788426101033867,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,30,3.6234473935572504,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,40,7.599907894178719,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,40,3.0548778266569863,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,50,6.998359164832854,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,50,2.685576548320914,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,75,5.673295573709048,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,75,2.2013883392453524,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,100,4.977247607865215,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,100,1.9521830610864999,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,150,3.922730115054508,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,150,1.5721008006312949,177,2000
DS-R1-1.5B,GPQA,pass1_trace0_accuracy,177,3.707953292082585,177,2000
DS-R1-1.5B,GPQA,mean_reasoning_judge_sparse,177,1.4611199386376867,177,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,10,12.687780538770365,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,10,7.004200763777494,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,15,10.32417604998632,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,15,5.6195219381431025,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,20,8.985048344332935,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,20,5.014171861296436,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,25,7.681989065339784,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,25,4.393515668192081,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,30,7.2223955321085995,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,30,3.9769193251628434,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,40,6.451339008298975,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,40,3.4774253121119654,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,50,5.682199486114509,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,50,3.1741021059050607,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,75,4.733210139241889,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,75,2.55316727811339,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,100,4.020046641520468,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,100,2.196450922104067,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,150,3.2861165192028383,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,150,1.7871636230289356,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,200,2.76791743690089,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,200,1.562588658680431,231,2000
DS-R1-1.5B,GSM8K,pass1_trace0_accuracy,231,2.617533738347124,231,2000
DS-R1-1.5B,GSM8K,mean_reasoning_judge_sparse,231,1.487437534263269,231,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,10,15.57383623260499,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,10,8.32809753731531,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,15,12.7596373163364,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,15,6.746376033348077,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,20,10.933635031406528,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,20,5.620797696712514,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,25,9.926259315573011,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,25,5.262879801837939,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,30,9.023456931797257,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,30,4.696874111216783,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,40,7.732720151246908,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,40,4.027446338799393,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,50,6.945830331932965,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,50,3.6491511629513846,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,75,5.893870111301138,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,75,2.99634070727385,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,100,5.01257977492628,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,100,2.5354565621861163,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,150,4.059344104107899,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,150,2.0927240718371922,193,2000
DS-R1-1.5B,MATH500,pass1_trace0_accuracy,193,3.490949743774621,193,2000
DS-R1-1.5B,MATH500,mean_reasoning_judge_sparse,193,1.8503343098705674,193,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,10,10.154309429990796,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,10,6.457338212984899,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,15,8.073781985882178,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,15,5.183038995528267,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,20,7.05896548723678,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,20,4.589655109820303,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,25,6.242449519219197,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,25,4.112550058585914,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,30,5.878357433085462,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,30,3.6050662078162614,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,40,5.120012207016698,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,40,3.190562437215652,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,50,4.528588190595387,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,50,2.743995917047516,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,75,3.592585945774683,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,75,2.302252918998735,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,100,3.1559356378101264,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,100,2.0202064980287866,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,150,2.555690035109022,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,150,1.6609319765769976,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,200,2.272181977197251,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,200,1.3961793428006246,222,2000
DS-R1-1.5B,SVAMP,pass1_trace0_accuracy,222,2.1074650473537417,222,2000
DS-R1-1.5B,SVAMP,mean_reasoning_judge_sparse,222,1.346714283030863,222,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,10,11.695725714978101,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,10,5.423346764799968,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,15,9.15138787288573,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,15,4.442484186711323,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,20,8.20684127725156,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,20,3.9004096499320413,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,25,7.2596900760294165,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,25,3.423746448529024,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,30,6.622114465939108,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,30,3.2207857734381276,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,40,5.776403373856435,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,40,2.8220065318857417,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,50,5.221071154466294,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,50,2.4924718774601,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,75,4.142675410354467,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,75,2.039497429798694,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,100,3.802045206201525,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,100,1.6984867161669706,140,2000
DS-R1-7B,AQuA,pass1_trace0_accuracy,140,3.102714742851847,140,2000
DS-R1-7B,AQuA,mean_reasoning_judge_sparse,140,1.441098694496098,140,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,10,15.64467241587372,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,10,5.91821512688462,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,15,13.033218669572335,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,15,4.845548813614566,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,20,11.124557294562331,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,20,4.217322008755925,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,25,9.907021954149492,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,25,3.7071968836811195,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,30,9.188916028443058,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,30,3.46678227315,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,40,7.531326140693949,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,40,2.997729301940454,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,50,7.220747606723281,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,50,2.7189185707438788,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,75,5.615064024568197,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.1574228813909677,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,100,4.981067255117119,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,100,1.928600721233755,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,150,3.9930588525590256,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,150,1.5466689363309496,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,200,3.4846126040063603,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.331758503967827,226,2000
DS-R1-7B,CommonsenseQA,pass1_trace0_accuracy,226,3.3222195352473394,226,2000
DS-R1-7B,CommonsenseQA,mean_reasoning_judge_sparse,226,1.2972854162622318,226,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,10,15.615273772816154,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,10,5.66154733883386,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,15,12.574983543174564,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,15,4.768715069200214,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,20,10.969206614427499,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,20,3.99779431637287,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,25,10.132080536592671,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,25,3.6611474218398303,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,30,8.967534034876403,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,30,3.3374934442414927,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,40,7.940373102065166,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,40,2.7688120515298213,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,50,7.075245578776753,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,50,2.61710774181952,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,75,5.849550638012007,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,75,2.021093505541105,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,100,5.004879219321881,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,100,1.8196428798693802,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,150,4.029553269973677,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,150,1.4695924067911768,190,2000
DS-R1-7B,GPQA,pass1_trace0_accuracy,190,3.65385615753338,190,2000
DS-R1-7B,GPQA,mean_reasoning_judge_sparse,190,1.3263814773347902,190,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,10,7.1820331383251075,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,10,3.1466861560455057,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,15,6.095512921631597,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,15,2.5174100033566247,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,20,5.205516304844314,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,20,2.26053237451069,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,25,4.807327740023556,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,25,1.9848502737927116,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,30,4.216296097023758,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,30,1.7903989814877372,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,40,3.648835216545136,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,40,1.5095340398871848,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,50,3.3400046407153376,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,50,1.366337771297214,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,75,2.754719505785581,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,75,1.1297319462595121,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,100,2.3395392174528706,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,100,0.9683985244456116,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,150,1.9468524740091524,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,150,0.8077417277052209,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,200,1.6798749767467789,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,200,0.7055371582281298,223,2000
DS-R1-7B,GSM8K,pass1_trace0_accuracy,223,1.5867794586055008,223,2000
DS-R1-7B,GSM8K,mean_reasoning_judge_sparse,223,0.6582188184569391,223,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,10,14.161977263080184,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,10,5.83703975418237,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,15,11.728869889673467,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,15,4.577887895068302,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,20,10.313942020391623,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,20,4.010788492110216,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,25,9.330740377912141,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,25,3.6448216505715094,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,30,8.350278604799833,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,30,3.265042966722532,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,40,7.085371263208443,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,40,2.856639924549232,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,50,6.4452972002848705,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,50,2.524143527472616,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,75,5.293463936256149,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,75,2.017327318504025,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,100,4.6212690627142665,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,100,1.7707393904903161,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,150,3.754859947084874,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,150,1.4609663094596193,188,2000
DS-R1-7B,MATH500,pass1_trace0_accuracy,188,3.2681241946216266,188,2000
DS-R1-7B,MATH500,mean_reasoning_judge_sparse,188,1.3112309372990751,188,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,10,5.9362530269522695,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,10,3.4526022794408284,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,15,5.042327504899564,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,15,2.909709738769297,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,20,4.158105788697542,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,20,2.4708741603349487,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,25,3.7286265567900454,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,25,2.2271164056633865,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,30,3.490162364895554,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,30,2.051163700449495,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,40,3.0159034197898307,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,40,1.7707376182389316,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,50,2.6528806984106916,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,50,1.5926430098537268,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,75,2.137909155122256,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,75,1.3174584637928608,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,100,1.8900486766218478,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,100,1.0846727058916206,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,150,1.5280366487751535,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,150,0.8878525082404674,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,200,1.268081991631456,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,200,0.7526084227054904,218,2000
DS-R1-7B,SVAMP,pass1_trace0_accuracy,218,1.2595999305740948,218,2000
DS-R1-7B,SVAMP,mean_reasoning_judge_sparse,218,0.7624272609221484,218,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,10,14.645815101932701,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,10,7.538356961085291,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,15,11.754798074734325,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,15,6.148935578363572,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,20,9.74257377441916,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,20,5.327962967393572,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,25,8.949957765263475,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,25,4.683961136735344,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,30,8.17170439858037,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,30,4.360773172482275,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,40,6.993071459487597,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,40,3.771054651780232,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,50,6.282049347147792,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,50,3.310395432688186,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,75,5.164861792278021,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,75,2.737363933933038,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,100,4.388620626119328,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,100,2.3578591523473027,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,150,3.497450245853716,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,150,1.9999759918474869,163,2000
Gemma-7B,AQuA,pass1_trace0_accuracy,163,3.5598655114002593,163,2000
Gemma-7B,AQuA,mean_reasoning_judge_sparse,163,1.904188877318583,163,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,10,13.58966427105541,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,10,8.166379651731294,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,15,10.968556574742792,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,15,6.567954073588673,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,20,9.537239839177788,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,20,5.695427844006136,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,25,8.445435216730989,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,25,5.007331689520031,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,30,7.742534755778912,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,30,4.615071046879659,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,40,6.846540983409068,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,40,3.97576968498511,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,50,5.799633695329387,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,50,3.512137817366665,230,2000
