benchmark,tie_metric,tolerance_pp,model_a,model_b,predictor,correct_direction,abs_tie_gap
GSM8K,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,False,1.061410159211519
GSM8K,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,True,1.061410159211519
GSM8K,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,True,1.061410159211519
GSM8K,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,1.061410159211519
GSM8K,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,False,1.061410159211519
GSM8K,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,True,1.061410159211519
GSM8K,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,True,1.061410159211519
GSM8K,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,1.061410159211519
GSM8K,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,False,1.061410159211519
GSM8K,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,True,1.061410159211519
GSM8K,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,True,1.061410159211519
GSM8K,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,1.061410159211519
GSM8K,pass16_pct,5.0,Qwen3-4B,Gemma-7B,frs_pct,True,4.700530705079601
GSM8K,pass16_pct,5.0,Qwen3-4B,Gemma-7B,pass1_pct,True,4.700530705079601
GSM8K,pass16_pct,5.0,Qwen3-4B,Gemma-7B,pass16_pct,True,4.700530705079601
GSM8K,pass16_pct,5.0,Qwen3-4B,Gemma-7B,high_conf_accuracy_pct,True,4.700530705079601
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.37907505686125376
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.37907505686125376
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.37907505686125376
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.37907505686125376
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.37907505686125376
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.37907505686125376
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.37907505686125376
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.37907505686125376
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.37907505686125376
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.37907505686125376
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.37907505686125376
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.37907505686125376
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.37907505686125376
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.37907505686125376
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.37907505686125376
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.37907505686125376
GSM8K,pass1_pct,3.0,Phi-4,Phi-4-Reas.,frs_pct,False,2.4000000000000057
GSM8K,pass1_pct,3.0,Phi-4,Phi-4-Reas.,pass1_pct,True,2.4000000000000057
GSM8K,pass1_pct,3.0,Phi-4,Phi-4-Reas.,pass16_pct,True,2.4000000000000057
GSM8K,pass1_pct,3.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,2.4000000000000057
GSM8K,pass1_pct,5.0,Phi-4,Phi-4-Reas.,frs_pct,False,2.4000000000000057
GSM8K,pass1_pct,5.0,Phi-4,Phi-4-Reas.,pass1_pct,True,2.4000000000000057
GSM8K,pass1_pct,5.0,Phi-4,Phi-4-Reas.,pass16_pct,True,2.4000000000000057
GSM8K,pass1_pct,5.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,2.4000000000000057
GSM8K,pass16_pct,1.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.3032600454889973
GSM8K,pass16_pct,1.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.3032600454889973
GSM8K,pass16_pct,1.0,Phi-4,Phi-4-Reas.,pass16_pct,True,0.3032600454889973
GSM8K,pass16_pct,1.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.3032600454889973
GSM8K,pass16_pct,2.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.3032600454889973
GSM8K,pass16_pct,2.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.3032600454889973
GSM8K,pass16_pct,2.0,Phi-4,Phi-4-Reas.,pass16_pct,True,0.3032600454889973
GSM8K,pass16_pct,2.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.3032600454889973
GSM8K,pass16_pct,3.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.3032600454889973
GSM8K,pass16_pct,3.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.3032600454889973
GSM8K,pass16_pct,3.0,Phi-4,Phi-4-Reas.,pass16_pct,True,0.3032600454889973
GSM8K,pass16_pct,3.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.3032600454889973
GSM8K,pass16_pct,5.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.3032600454889973
GSM8K,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.3032600454889973
GSM8K,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass16_pct,True,0.3032600454889973
GSM8K,pass16_pct,5.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.3032600454889973
GSM8K,pass1_pct,3.0,Phi-4,Qwen2.5-7B,frs_pct,True,2.0999999999999943
GSM8K,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass1_pct,True,2.0999999999999943
GSM8K,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass16_pct,True,2.0999999999999943
GSM8K,pass1_pct,3.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,2.0999999999999943
GSM8K,pass1_pct,5.0,Phi-4,Qwen2.5-7B,frs_pct,True,2.0999999999999943
GSM8K,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass1_pct,True,2.0999999999999943
GSM8K,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass16_pct,True,2.0999999999999943
GSM8K,pass1_pct,5.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,2.0999999999999943
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-7B,frs_pct,True,0.37907505686126797
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.37907505686126797
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.37907505686126797
GSM8K,pass16_pct,1.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,0.37907505686126797
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-7B,frs_pct,True,0.37907505686126797
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.37907505686126797
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.37907505686126797
GSM8K,pass16_pct,2.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,0.37907505686126797
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-7B,frs_pct,True,0.37907505686126797
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.37907505686126797
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.37907505686126797
GSM8K,pass16_pct,3.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,0.37907505686126797
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-7B,frs_pct,True,0.37907505686126797
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.37907505686126797
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.37907505686126797
GSM8K,pass16_pct,5.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,0.37907505686126797
GSM8K,pass16_pct,1.0,Phi-4,LLaMA-3.1-8B,frs_pct,True,0.15163002274452708
GSM8K,pass16_pct,1.0,Phi-4,LLaMA-3.1-8B,pass1_pct,True,0.15163002274452708
GSM8K,pass16_pct,1.0,Phi-4,LLaMA-3.1-8B,pass16_pct,True,0.15163002274452708
GSM8K,pass16_pct,1.0,Phi-4,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.15163002274452708
GSM8K,pass16_pct,2.0,Phi-4,LLaMA-3.1-8B,frs_pct,True,0.15163002274452708
GSM8K,pass16_pct,2.0,Phi-4,LLaMA-3.1-8B,pass1_pct,True,0.15163002274452708
GSM8K,pass16_pct,2.0,Phi-4,LLaMA-3.1-8B,pass16_pct,True,0.15163002274452708
GSM8K,pass16_pct,2.0,Phi-4,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.15163002274452708
GSM8K,pass16_pct,3.0,Phi-4,LLaMA-3.1-8B,frs_pct,True,0.15163002274452708
GSM8K,pass16_pct,3.0,Phi-4,LLaMA-3.1-8B,pass1_pct,True,0.15163002274452708
GSM8K,pass16_pct,3.0,Phi-4,LLaMA-3.1-8B,pass16_pct,True,0.15163002274452708
GSM8K,pass16_pct,3.0,Phi-4,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.15163002274452708
GSM8K,pass16_pct,5.0,Phi-4,LLaMA-3.1-8B,frs_pct,True,0.15163002274452708
GSM8K,pass16_pct,5.0,Phi-4,LLaMA-3.1-8B,pass1_pct,True,0.15163002274452708
GSM8K,pass16_pct,5.0,Phi-4,LLaMA-3.1-8B,pass16_pct,True,0.15163002274452708
GSM8K,pass16_pct,5.0,Phi-4,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.15163002274452708
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Phi-4-Reas.,frs_pct,False,0.07581501137225644
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Phi-4-Reas.,pass1_pct,True,0.07581501137225644
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Phi-4-Reas.,pass16_pct,False,0.07581501137225644
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Phi-4-Reas.,high_conf_accuracy_pct,True,0.07581501137225644
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Phi-4-Reas.,frs_pct,False,0.07581501137225644
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Phi-4-Reas.,pass1_pct,True,0.07581501137225644
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Phi-4-Reas.,pass16_pct,False,0.07581501137225644
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Phi-4-Reas.,high_conf_accuracy_pct,True,0.07581501137225644
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Phi-4-Reas.,frs_pct,False,0.07581501137225644
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Phi-4-Reas.,pass1_pct,True,0.07581501137225644
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Phi-4-Reas.,pass16_pct,False,0.07581501137225644
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Phi-4-Reas.,high_conf_accuracy_pct,True,0.07581501137225644
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Phi-4-Reas.,frs_pct,False,0.07581501137225644
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Phi-4-Reas.,pass1_pct,True,0.07581501137225644
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Phi-4-Reas.,pass16_pct,False,0.07581501137225644
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Phi-4-Reas.,high_conf_accuracy_pct,True,0.07581501137225644
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,0.7581501137225217
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,False,0.7581501137225217
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,True,0.7581501137225217
GSM8K,pass16_pct,1.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,False,0.7581501137225217
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,0.7581501137225217
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,False,0.7581501137225217
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,True,0.7581501137225217
GSM8K,pass16_pct,2.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,False,0.7581501137225217
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,0.7581501137225217
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,False,0.7581501137225217
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,True,0.7581501137225217
GSM8K,pass16_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,False,0.7581501137225217
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,0.7581501137225217
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,False,0.7581501137225217
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,True,0.7581501137225217
GSM8K,pass16_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,False,0.7581501137225217
GSM8K,pass1_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,3.25
GSM8K,pass1_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,3.25
GSM8K,pass1_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,True,3.25
GSM8K,pass1_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,False,3.25
GSM8K,pass16_pct,1.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,0.5307050796057808
GSM8K,pass16_pct,1.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,0.5307050796057808
GSM8K,pass16_pct,1.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,True,0.5307050796057808
GSM8K,pass16_pct,1.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.5307050796057808
GSM8K,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,0.5307050796057808
GSM8K,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,0.5307050796057808
GSM8K,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,True,0.5307050796057808
GSM8K,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.5307050796057808
GSM8K,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,0.5307050796057808
GSM8K,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,0.5307050796057808
GSM8K,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,True,0.5307050796057808
GSM8K,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.5307050796057808
GSM8K,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,0.5307050796057808
GSM8K,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,0.5307050796057808
GSM8K,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,True,0.5307050796057808
GSM8K,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.5307050796057808
GSM8K,pass1_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,4.5
GSM8K,pass1_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,4.5
GSM8K,pass1_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,4.5
GSM8K,pass1_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,4.5
GSM8K,pass16_pct,1.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,0.6823351023502653
GSM8K,pass16_pct,1.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,0.6823351023502653
GSM8K,pass16_pct,1.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,0.6823351023502653
GSM8K,pass16_pct,1.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,0.6823351023502653
GSM8K,pass16_pct,2.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,0.6823351023502653
GSM8K,pass16_pct,2.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,0.6823351023502653
GSM8K,pass16_pct,2.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,0.6823351023502653
GSM8K,pass16_pct,2.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,0.6823351023502653
GSM8K,pass16_pct,3.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,0.6823351023502653
GSM8K,pass16_pct,3.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,0.6823351023502653
GSM8K,pass16_pct,3.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,0.6823351023502653
GSM8K,pass16_pct,3.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,0.6823351023502653
GSM8K,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,0.6823351023502653
GSM8K,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,0.6823351023502653
GSM8K,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,0.6823351023502653
GSM8K,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,0.6823351023502653
GSM8K,pass16_pct,1.0,Phi-4-Reas.,LLaMA-3.1-8B,frs_pct,True,0.4548900682335244
GSM8K,pass16_pct,1.0,Phi-4-Reas.,LLaMA-3.1-8B,pass1_pct,True,0.4548900682335244
GSM8K,pass16_pct,1.0,Phi-4-Reas.,LLaMA-3.1-8B,pass16_pct,True,0.4548900682335244
GSM8K,pass16_pct,1.0,Phi-4-Reas.,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.4548900682335244
GSM8K,pass16_pct,2.0,Phi-4-Reas.,LLaMA-3.1-8B,frs_pct,True,0.4548900682335244
GSM8K,pass16_pct,2.0,Phi-4-Reas.,LLaMA-3.1-8B,pass1_pct,True,0.4548900682335244
GSM8K,pass16_pct,2.0,Phi-4-Reas.,LLaMA-3.1-8B,pass16_pct,True,0.4548900682335244
GSM8K,pass16_pct,2.0,Phi-4-Reas.,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.4548900682335244
GSM8K,pass16_pct,3.0,Phi-4-Reas.,LLaMA-3.1-8B,frs_pct,True,0.4548900682335244
GSM8K,pass16_pct,3.0,Phi-4-Reas.,LLaMA-3.1-8B,pass1_pct,True,0.4548900682335244
GSM8K,pass16_pct,3.0,Phi-4-Reas.,LLaMA-3.1-8B,pass16_pct,True,0.4548900682335244
GSM8K,pass16_pct,3.0,Phi-4-Reas.,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.4548900682335244
GSM8K,pass16_pct,5.0,Phi-4-Reas.,LLaMA-3.1-8B,frs_pct,True,0.4548900682335244
GSM8K,pass16_pct,5.0,Phi-4-Reas.,LLaMA-3.1-8B,pass1_pct,True,0.4548900682335244
GSM8K,pass16_pct,5.0,Phi-4-Reas.,LLaMA-3.1-8B,pass16_pct,True,0.4548900682335244
GSM8K,pass16_pct,5.0,Phi-4-Reas.,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.4548900682335244
GSM8K,pass16_pct,1.0,Qwen2.5-7B,LLaMA-3.1-8B,frs_pct,True,0.22744503411674089
GSM8K,pass16_pct,1.0,Qwen2.5-7B,LLaMA-3.1-8B,pass1_pct,False,0.22744503411674089
GSM8K,pass16_pct,1.0,Qwen2.5-7B,LLaMA-3.1-8B,pass16_pct,True,0.22744503411674089
GSM8K,pass16_pct,1.0,Qwen2.5-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.22744503411674089
GSM8K,pass16_pct,2.0,Qwen2.5-7B,LLaMA-3.1-8B,frs_pct,True,0.22744503411674089
GSM8K,pass16_pct,2.0,Qwen2.5-7B,LLaMA-3.1-8B,pass1_pct,False,0.22744503411674089
GSM8K,pass16_pct,2.0,Qwen2.5-7B,LLaMA-3.1-8B,pass16_pct,True,0.22744503411674089
GSM8K,pass16_pct,2.0,Qwen2.5-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.22744503411674089
GSM8K,pass16_pct,3.0,Qwen2.5-7B,LLaMA-3.1-8B,frs_pct,True,0.22744503411674089
GSM8K,pass16_pct,3.0,Qwen2.5-7B,LLaMA-3.1-8B,pass1_pct,False,0.22744503411674089
GSM8K,pass16_pct,3.0,Qwen2.5-7B,LLaMA-3.1-8B,pass16_pct,True,0.22744503411674089
GSM8K,pass16_pct,3.0,Qwen2.5-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.22744503411674089
GSM8K,pass16_pct,5.0,Qwen2.5-7B,LLaMA-3.1-8B,frs_pct,True,0.22744503411674089
GSM8K,pass16_pct,5.0,Qwen2.5-7B,LLaMA-3.1-8B,pass1_pct,False,0.22744503411674089
GSM8K,pass16_pct,5.0,Qwen2.5-7B,LLaMA-3.1-8B,pass16_pct,True,0.22744503411674089
GSM8K,pass16_pct,5.0,Qwen2.5-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.22744503411674089
MATH500,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.20000000000000284
MATH500,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.20000000000000284
MATH500,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,pass16_pct,False,0.20000000000000284
MATH500,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.20000000000000284
MATH500,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.20000000000000284
MATH500,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.20000000000000284
MATH500,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,pass16_pct,False,0.20000000000000284
MATH500,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.20000000000000284
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.20000000000000284
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.20000000000000284
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,pass16_pct,False,0.20000000000000284
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.20000000000000284
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.20000000000000284
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.20000000000000284
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,pass16_pct,False,0.20000000000000284
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.20000000000000284
MATH500,pass1_pct,3.0,DS-R1-7B,Phi-4,frs_pct,False,2.8000000000000043
MATH500,pass1_pct,3.0,DS-R1-7B,Phi-4,pass1_pct,False,2.8000000000000043
MATH500,pass1_pct,3.0,DS-R1-7B,Phi-4,pass16_pct,True,2.8000000000000043
MATH500,pass1_pct,3.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,DS-R1-7B,Phi-4,frs_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,DS-R1-7B,Phi-4,pass1_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,DS-R1-7B,Phi-4,pass16_pct,True,2.8000000000000043
MATH500,pass1_pct,5.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,False,2.8000000000000043
MATH500,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,0.0
MATH500,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,0.0
MATH500,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,0.0
MATH500,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.0
MATH500,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,0.0
MATH500,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,0.0
MATH500,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,0.0
MATH500,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,0.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,0.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,0.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,0.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,0.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,0.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.0
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,2.200000000000003
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,2.200000000000003
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,2.200000000000003
MATH500,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,2.200000000000003
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,frs_pct,False,2.200000000000003
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,False,2.200000000000003
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,True,2.200000000000003
MATH500,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,False,2.200000000000003
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,3.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,True,3.0
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,False,3.0
