model,benchmark,subset_dims,subset_label,subset_size,frs_pct,n_traces
Qwen2.5-Math,SVAMP,utility,U,1,75.5,50
Qwen2.5-Math,SVAMP,utility|factuality,U+Fa,2,75.25,50
Qwen3-4B,AQuA,coherence,C,1,74.5,50
Qwen3-4B,AQuA,coherence|factuality,C+Fa,2,80.75,50
Qwen3-4B,AQuA,coherence|utility,C+U,2,76.0,50
Qwen3-4B,AQuA,coherence|utility|factuality,C+U+Fa,3,79.66666666666667,50
Qwen3-4B,AQuA,factuality,Fa,1,87.0,50
Qwen3-4B,AQuA,faithfulness,F,1,75.0,50
Qwen3-4B,AQuA,faithfulness|coherence,F+C,2,74.75,50
Qwen3-4B,AQuA,faithfulness|coherence|factuality,F+C+Fa,3,78.83333333333334,50
Qwen3-4B,AQuA,faithfulness|coherence|utility,F+C+U,3,75.66666666666667,50
Qwen3-4B,AQuA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,78.5,50
Qwen3-4B,AQuA,faithfulness|factuality,F+Fa,2,81.0,50
Qwen3-4B,AQuA,faithfulness|utility,F+U,2,76.25,50
Qwen3-4B,AQuA,faithfulness|utility|factuality,F+U+Fa,3,79.83333333333334,50
Qwen3-4B,AQuA,utility,U,1,77.5,50
Qwen3-4B,AQuA,utility|factuality,U+Fa,2,82.25,50
Qwen3-4B,CSQA,coherence,C,1,67.5,50
Qwen3-4B,CSQA,coherence|factuality,C+Fa,2,77.75,50
Qwen3-4B,CSQA,coherence|utility,C+U,2,70.0,50
Qwen3-4B,CSQA,coherence|utility|factuality,C+U+Fa,3,76.0,50
Qwen3-4B,CSQA,factuality,Fa,1,88.0,50
Qwen3-4B,CSQA,faithfulness,F,1,72.0,50
Qwen3-4B,CSQA,faithfulness|coherence,F+C,2,69.75,50
Qwen3-4B,CSQA,faithfulness|coherence|factuality,F+C+Fa,3,75.83333333333334,50
Qwen3-4B,CSQA,faithfulness|coherence|utility,F+C+U,3,70.66666666666666,50
Qwen3-4B,CSQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,75.0,50
Qwen3-4B,CSQA,faithfulness|factuality,F+Fa,2,80.0,50
Qwen3-4B,CSQA,faithfulness|utility,F+U,2,72.25,50
Qwen3-4B,CSQA,faithfulness|utility|factuality,F+U+Fa,3,77.5,50
Qwen3-4B,CSQA,utility,U,1,72.5,50
Qwen3-4B,CSQA,utility|factuality,U+Fa,2,80.25,50
Qwen3-4B,GPQA,coherence,C,1,53.0,50
Qwen3-4B,GPQA,coherence|factuality,C+Fa,2,60.75,50
Qwen3-4B,GPQA,coherence|utility,C+U,2,55.0,50
Qwen3-4B,GPQA,coherence|utility|factuality,C+U+Fa,3,59.5,50
Qwen3-4B,GPQA,factuality,Fa,1,68.5,50
Qwen3-4B,GPQA,faithfulness,F,1,56.5,50
Qwen3-4B,GPQA,faithfulness|coherence,F+C,2,54.75,50
Qwen3-4B,GPQA,faithfulness|coherence|factuality,F+C+Fa,3,59.33333333333333,50
Qwen3-4B,GPQA,faithfulness|coherence|utility,F+C+U,3,55.5,50
Qwen3-4B,GPQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,58.75,50
Qwen3-4B,GPQA,faithfulness|factuality,F+Fa,2,62.5,50
Qwen3-4B,GPQA,faithfulness|utility,F+U,2,56.75,50
Qwen3-4B,GPQA,faithfulness|utility|factuality,F+U+Fa,3,60.66666666666667,50
Qwen3-4B,GPQA,utility,U,1,57.0,50
Qwen3-4B,GPQA,utility|factuality,U+Fa,2,62.75,50
Qwen3-4B,GSM8K,coherence,C,1,87.0,50
Qwen3-4B,GSM8K,coherence|factuality,C+Fa,2,91.75,50
Qwen3-4B,GSM8K,coherence|utility,C+U,2,88.0,50
Qwen3-4B,GSM8K,coherence|utility|factuality,C+U+Fa,3,90.83333333333334,50
Qwen3-4B,GSM8K,factuality,Fa,1,96.5,50
Qwen3-4B,GSM8K,faithfulness,F,1,91.0,50
Qwen3-4B,GSM8K,faithfulness|coherence,F+C,2,89.0,50
Qwen3-4B,GSM8K,faithfulness|coherence|factuality,F+C+Fa,3,91.5,50
Qwen3-4B,GSM8K,faithfulness|coherence|utility,F+C+U,3,89.0,50
Qwen3-4B,GSM8K,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,90.875,50
Qwen3-4B,GSM8K,faithfulness|factuality,F+Fa,2,93.75,50
Qwen3-4B,GSM8K,faithfulness|utility,F+U,2,90.0,50
Qwen3-4B,GSM8K,faithfulness|utility|factuality,F+U+Fa,3,92.16666666666666,50
Qwen3-4B,GSM8K,utility,U,1,89.0,50
Qwen3-4B,GSM8K,utility|factuality,U+Fa,2,92.75,50
Qwen3-4B,MATH500,coherence,C,1,61.0,50
Qwen3-4B,MATH500,coherence|factuality,C+Fa,2,65.5,50
Qwen3-4B,MATH500,coherence|utility,C+U,2,61.75,50
Qwen3-4B,MATH500,coherence|utility|factuality,C+U+Fa,3,64.5,50
Qwen3-4B,MATH500,factuality,Fa,1,70.0,50
Qwen3-4B,MATH500,faithfulness,F,1,60.5,50
Qwen3-4B,MATH500,faithfulness|coherence,F+C,2,60.75,50
Qwen3-4B,MATH500,faithfulness|coherence|factuality,F+C+Fa,3,63.83333333333333,50
Qwen3-4B,MATH500,faithfulness|coherence|utility,F+C+U,3,61.33333333333333,50
Qwen3-4B,MATH500,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,63.5,50
Qwen3-4B,MATH500,faithfulness|factuality,F+Fa,2,65.25,50
Qwen3-4B,MATH500,faithfulness|utility,F+U,2,61.5,50
Qwen3-4B,MATH500,faithfulness|utility|factuality,F+U+Fa,3,64.33333333333333,50
Qwen3-4B,MATH500,utility,U,1,62.5,50
Qwen3-4B,MATH500,utility|factuality,U+Fa,2,66.25,50
Qwen3-4B,SVAMP,coherence,C,1,87.0,50
Qwen3-4B,SVAMP,coherence|factuality,C+Fa,2,92.5,50
Qwen3-4B,SVAMP,coherence|utility,C+U,2,88.0,50
Qwen3-4B,SVAMP,coherence|utility|factuality,C+U+Fa,3,91.33333333333334,50
Qwen3-4B,SVAMP,factuality,Fa,1,98.0,50
Qwen3-4B,SVAMP,faithfulness,F,1,90.0,50
Qwen3-4B,SVAMP,faithfulness|coherence,F+C,2,88.5,50
Qwen3-4B,SVAMP,faithfulness|coherence|factuality,F+C+Fa,3,91.66666666666666,50
Qwen3-4B,SVAMP,faithfulness|coherence|utility,F+C+U,3,88.66666666666666,50
Qwen3-4B,SVAMP,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,91.0,50
Qwen3-4B,SVAMP,faithfulness|factuality,F+Fa,2,94.0,50
Qwen3-4B,SVAMP,faithfulness|utility,F+U,2,89.5,50
Qwen3-4B,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,92.33333333333334,50
Qwen3-4B,SVAMP,utility,U,1,89.0,50
Qwen3-4B,SVAMP,utility|factuality,U+Fa,2,93.5,50
